,NUTR_CONT4,NUTR_CONT2,NUTR_CONT3,DESC_KOR
27257,3.5,4.5,3.0,아인슈타인 베이비 프리미엄
27258,16.0,20.0,12.0,앞선아이
27259,20.0,3.3,75.0,초코에몽
27260,12.0,36.0,10.0,치키타 바나나가 든 1등급우유
27261,5.62,37.99,7.6,카와 모카 리치 에스프레소
27262,8.0,38.46,6.15,카와 스모키 리치 라떼
27263,8.29,35.32,6.14,카와 에스프레소 리치 라떼
27264,7.34,38.24,7.65,카와 카라멜 리치 에스프레소
27265,5.96,36.5,5.76,프렌치카페 모카초코
27266,8.25,36.47,5.76,프렌치카페 아몬드모카
27267,8.05,38.35,5.75,프렌치카페 에스프레소 골드
27268,8.81,38.32,7.66,프렌치카페 카라멜 마키아또
27269,7.67,36.43,5.75,프렌치카페 화이트 초코모카
27270,2.25,22.5,4.5,Probiotic 1000억
27271,3.9,4.7,3.2,milk100
27272,8.77,11.25,6.75,milk100 드링크
27273,1.4,6.0,4.0,milk100 저지방
27274,7.1,14.0,6.0,그릭요거트 플레인
27275,1.8,14.0,6.0,그릭요거트 플레인 저지방
27276,2.25,22.5,4.5,남양 Probiotic 1000억
27277,2.25,22.5,4.5,남양 Probiotic 1000억 플레인
27278,3.38,24.75,4.5,남양 불가리스 Kids
27279,0.0,22.5,2.81,남양 이오 블루베리
27280,6.07,38.25,6.75,남양 자연의 시작 불가리스
27281,4.0,21.0,5.0,남양 자연의 시작 불가리스 포도
27282,6.07,29.25,6.75,남양 자연의 시작 불가리스 플레인
27283,3.6,6.0,5.2,떠먹는 불가리스 Baby 1 유기농
27284,3.1,8.0,5.2,떠먹는 불가리스 Baby 2 유기농
27285,2.8,17.0,3.5,떠먹는 불가리스 Berryholic
27286,8.2,13.0,3.0,떠먹는 불가리스 생Creamy
27287,2.8,17.6,3.5,떠먹는 불가리스 키위
27288,2.8,12.9,3.5,떠먹는 불가리스 포도
27289,3.1,11.8,3.5,떠먹는 불가리스 플레인
27290,3.3,14.0,3.0,"불가리스 프룻 딸기, 블루베리, 크랜베리"
27291,7.43,31.5,6.75,"불가리스 프룻 자몽, 오렌지"
27292,6.3,29.25,6.75,불가리스20's 딸기
27293,6.3,29.25,6.75,불가리스20's 베리믹스
27294,6.3,29.25,6.75,불가리스20's 사과
27295,6.3,29.25,6.75,불가리스20's 포도
27296,6.3,29.25,6.75,불가리스20's 플레인
27297,6.75,33.75,6.75,위력
27298,0.0,11.0,1.0,유기농 이오
27299,0.0,14.0,1.5,이오 트웬티즈
27300,4.0,21.0,5.0,자연의 시작 불가리스 사과
27301,0.26,1.62,0.36,짜먹는 이오 딸기
27302,82.0,1.0,0.6,남양 드빈치 버터
27303,1.0,0.0,1.0,남양 로젠하임 피자치즈 K
27304,0.92,0.2,1.0,남양 로젠하임 피자치즈 NA50
27305,0.9,0.2,1.0,남양 로젠하임 피자치즈 NA75C
27306,0.8,0.2,1.0,남양 로젠하임 피자치즈 NA90C
27307,0.96,0.2,1.0,남양 로젠하임 피자치즈 NU50C
27308,0.8,0.2,1.0,남양 로젠하임 피자치즈 NU90C
27309,1.07,0.3,0.89,남양 로젠하임치즈 SOS
27310,0.9,0.2,1.0,남양 치즈명장 드빈치 웰빙 피자치즈 mini
27311,1.11,0.0,0.67,드빈치 유기농 시작부터 아기치즈 1단계
27312,1.11,0.0,0.67,드빈치 유기농 쑥쑥클때 어린이치즈 3단계
27313,1.11,0.0,0.67,드빈치 유기농 튼튼탄탄 아기치즈 2단계
27314,0.88,0.2,0.4,드빈치 크림치즈 차이브앤 어니언
27315,0.88,0.2,0.4,드빈치 크림치즈 플레인
27316,0.96,0.16,0.64,드빈치 피자치즈
27317,1.11,0.22,0.67,이오 치즈 플레인
27318,0.44,0.22,1.11,치즈명장 드빈치 1/2지방 식이섬유 치즈
27319,1.02,0.0,0.67,치즈명장 드빈치 고르곤졸라 슬라이스 치즈
27320,0.71,0.0,0.67,치즈명장 드빈치 모짜렐라 slice 치즈
27321,1.11,0.0,0.67,치즈명장 드빈치 아인슈타인 DHA치즈
27322,1.0,0.0,0.8,치즈명장 드빈치 체다 슬라이스 치즈
27323,1.11,0.0,0.67,치즈명장 드빈치 칼슘이 이렇게나 많이?! 고칼슘치즈
27324,0.86,0.2,1.0,치즈명장 드빈치 피자치즈
27325,22.8,60.7,11.4,남양 임페리얼 XO Royal Class 1
27326,23.0,60.0,12.0,남양 임페리얼 XO Royal Class 2
27327,22.86,60.71,10.71,아기사랑 秀 Expert 1
27328,22.86,60.0,12.14,아기사랑 秀 Expert 2
27329,20.71,57.14,15.71,아기사랑 秀 Expert 3
27330,20.0,55.71,17.86,아기사랑 秀 Expert 4
27331,22.86,60.71,10.71,엄마로 태어나다 아이엠마더 1
27332,22.86,60.0,12.14,엄마로 태어나다 아이엠마더 2
27333,22.86,60.71,10.71,유기농분유 1
27334,22.86,60.0,12.14,유기농분유 2
27335,22.86,60.71,10.71,임페리얼분유 XO Royal Class 1
27336,22.86,60.0,12.14,임페리얼분유 XO Royal Class 2
27337,10.8,42.8,11.2,"딸기맛 우유, 3.4"
27338,5.2,41.2,9.6,3.4쵸코우유
27339,7.2,38.0,10.0,3.4커피우유
27340,10.8,39.2,11.2,딸기맛우유
27341,10.8,43.2,11.2,바나나맛 우유
27342,13.6,19.2,12.4,3.4우유 훼미리밀크
27343,18.0,19.2,12.8,4.5우유
27344,14.0,19.2,12.8,가족사랑
27345,14.0,19.2,12.8,남양우유
27346,3.5,4.5,3.0,아인슈타인
27347,0.0,7.0,1.0,남양 요구르트
27348,1.3,4.5,3.0,맛있는우유GT 깔끔한 저지방
27349,3.5,5.0,3.0,옳은 유기농 우유
27350,4.9,6.0,3.8,남양 아인슈타인
27351,3.6,4.5,3.0,맛있는우유 GT
27352,3.6,4.5,3.0,남양 아침목장우유
27353,1.3,4.5,3.0,맛있는우유GT 깔끔한 저지방
27354,,,,과수원 사과
27355,2.8,7.8,2.5,임페리얼 드림 XO-4 T
27356,6.5,10.0,5.5,맛있는 두유 T 담백한맛
27357,6.3,15.0,5.0,맛있는 두유 T 검은콩깨
27358,6.5,12.0,5.5,맛있는 두유 T 달콤한맛
27359,7.0,11.0,6.0,남양 진콩두유
27360,6.0,14.0,5.0,맛있는 두유 T 검은콩+17곡
27361,2.7,0.0,0.0,맛있는 두유 T 검은콩깨 1/2칼로리
27362,0.0,0.7,0.0,자연방목치즈 체다슬라이스
27363,0.0,0.7,0.0,남양 로젠하임 피자치즈 NU90C
27364,0.0,1.4,0.0,남양 드빈치 피자치즈
27365,0.0,0.0,0.0,드빈치 유기농 시작부터 아기치즈 1단계
27366,0.0,0.0,0.0,드빈치 유기농 튼튼탄탄 아기치즈 2단계
27367,0.0,0.0,0.0,드빈치 유기농 쑥쑥클때 어린이 치즈 3단계
27368,0.0,1.7,0.0,남양 치즈 사이에 두근두근 크림치즈
27369,0.0,2.7,0.0,남양 치즈 사이에 두근두근 카야치즈
27370,0.0,1.4,0.0,남양 드빈치 피자치즈 mini
27371,0.0,0.7,0.0,남양 로젠하임 피자치즈 NU100
27372,3.6,4.5,3.0,남양 맛있는 우유 T
27373,3.6,4.8,3.3,아침의 선물
27374,2.0,5.5,3.8,슈퍼밀크
27375,1.3,4.5,3.0,맛있는 우유 T 깔끔한 저지방
27376,2.0,4.5,3.0,맛있는우유 GT 고소한 저지방
27377,3.6,4.5,3.0,남양 아침목장 우유
27378,4.0,4.5,3.0,진심안심우유
27379,8.0,9.0,6.0,남양 맛있는 우유 T  <멸균제품 >
27380,1.3,4.5,3.0,아침의 선물 깔끔한 저지방
27381,3.5,5.0,3.0,옳은 유기농 우유
27382,4.0,4.5,3.15,맛있는 우유 T 편안하게 소화되는 고소한 락토프리
27383,3.6,4.5,3.0,진심을 담은 우유
27384,3.5,4.5,3.0,남양 아인슈타인 베이비
27385,3.6,4.5,3.0,925우유
27386,3.5,5.0,3.0,연세우유
27387,1.3,4.5,3.0,저지방 925 우유
27388,7.0,9.0,6.0,아인슈타인(멸균)
27389,1.8,4.5,3.15,맛있는우유T 편안하게 소화되는 깔끔한 락토프리 저지방
27390,3.0,9.0,3.7,아이꼬야 한뼘 더 큰 아기랑 콩이랑2
27391,3.3,9.0,3.3,아이꼬야 한뼘 더 큰 아기랑 콩이랑1
27392,3.2,26.0,6.0,남양키플러스고소한맛
27393,5.0,80.0,5.0,남양 유기농 엄마의 작품 12개월 이후
27394,5.5,35.0,7.5,초코에몽
27395,3.8,17.0,4.8,남양 맛있는우유 쵸코
27396,5.8,9.0,6.0,아인슈타인 Kids
27397,3.5,4.5,3.0,아침의 선물 아인슈타인 베이비
27398,6.0,24.0,5.0,내가 아는 그 고급진 생초콜릿 드링크
27399,21.0,4.1,85.0,딸기에몽
27400,0.0,4.8,3.0,무지방 고칼슘 맛있는 우유 T
27401,4.5,29.0,6.5,남양 쿠키&크림에몽
27402,0.0,0.0,0.0,아인슈타인 딸기우유
27403,4.0,12.0,3.6,옳은 유기농딸기우유
27404,6.0,24.0,5.0,남양 내가 아는 그 고급진 생초콜릿 드링크
27405,2.4,11.0,3.0,떠먹는 불가리스 딸기
27406,4.0,21.0,5.0,자연의 시작 불가리스 사과
27407,0.0,15.0,2.4,한번에 1000억 프로바이오틱 사과
27408,4.5,21.0,5.0,불가리스 위쎈
27409,2.4,11.0,3.0,떠먹는 불가리스 복숭아
27410,2.4,11.0,3.0,떠먹는 불가리스 포도
27411,4.0,21.0,5.0,자연의 시작 불가리스
27412,0.0,14.0,1.5,이오 트웬티즈
27413,0.0,16.0,2.5,비피더스 요구르트
27414,4.0,20.0,5.0,남양 자연의 시작 불가리스 복숭아
27415,5.0,36.0,8.4,드링킹요구르트 딸기
27416,5.0,36.0,8.4,드링킹요구르트 사과
27417,2.2,23.0,6.0,불가리스 위쎈 저지방
27418,5.0,36.0,8.4,드링킹요구르트 포도
27419,4.0,21.0,5.0,남양 자연의 시작 불가리스 플레인
27420,3.3,4.0,3.0,불가리스 milk 100
27421,0.0,8.8,0.8,한번에 1000억 프로바이오틱 플레인
27422,0.0,11.0,1.0,발효유 남양 요구르트
27423,0.0,11.0,1.0,남양 망고 요구르트
27424,4.0,20.0,5.0,남양 자연의 시작 불가리스 플레인
27425,3.1,5.0,4.4,유기농 Baby 플레인
27426,2.4,15.0,3.0,떠먹는 불가리스 키위
27427,2.6,7.0,4.4,유기농  Baby
27428,1.1,9.0,1.2,남양 불가리스 키즈(Kids)
27429,2.9,8.0,2.2,임페리얼 드림 XO-3 T
27430,3.2,8.5,1.5,엄마로 태어나다 아이엠마더 1
27431,3.2,8.4,1.7,엄마로 태어나다 아이엠마더 2
27432,3.2,8.4,1.7,아기사랑 秀 THE FIRST Advance 2
27433,3.2,8.5,1.5,아기사랑 秀 THE FIRST Advance 1
27434,3.2,8.5,1.5,남양 유기농 산양분유 1
27435,3.2,8.4,1.7,남양 유기농 산양분유 2
27436,3.2,8.5,1.5,임페리얼분유 XO Organic Royal Class 1
27437,3.2,8.4,1.7,임페리얼분유 XO Organic Royal Class 2
27438,12.0,1.0,2.0,남양케토니아
27439,3.8,7.3,2.1,남양 임페리얼드림 XO 이른둥이
27440,1.2,9.0,2.3,남양 임페리얼드림 XO Doctor 닥터 설사를 하는 아기용
27441,3.0,7.0,2.1,남양 임페리얼드림 XO 알레기-2
27442,3.2,8.5,1.5,남양 임페리얼 드림 XO 알레기-1 액상형
27443,1.5,8.0,0.0,프렌치카페 카페믹스
27444,5.0,18.0,4.0,프렌치카페 카페오레
27445,4.1,18.0,3.0,프렌치카페 카푸치노
27446,4.7,20.0,4.0,프렌치카페 카라멜마키아또
27447,6.0,29.0,5.0,프렌치카페 로스터리 옐로우 버번 돌체라떼
27448,5.5,26.0,4.0,프렌치카페 로스터리 카라멜 리치 에스프레소
27449,5.5,23.0,4.0,프렌치카페 로스터리 에스프레소 리치 라떼
27450,4.5,26.0,5.0,프렌치카페 로스터리 모카 리치 에스프레소
27451,3.4,21.0,3.0,프렌치카페 벨벳 비엔나 모카
27452,4.5,21.0,4.0,프렌치카페 화이트초코모카
27453,4.5,23.0,4.0,프렌치카페 로스터리 스모키 리치 라떼
27454,4.0,9.0,1.0,루카스나인 라떼
27455,6.0,24.0,5.0,프렌치카페 로스터리 얼그레이 카페라떼
27456,9.0,33.0,6.0,프렌치카페 듀얼 로스터리 슈크림 라떼
27457,9.0,33.0,6.0,프렌치카페 듀얼 로스터리 몽블랑 라떼
27458,7.0,30.0,7.0,생초콜릿이 깜짝 토핑 된 에스프레소 라떼
27459,3.9,9.0,1.0,루카스나인 더블샷 라떼
27460,1.5,8.4,0.0,남양 프렌치카페 카페믹스 아라비카 골드라벨
27461,4.1,17.0,3.7,맛있는 우유 커피
27462,0.0,2.0,0.5,프렌치카페 듀얼 로스터리 콜드브류 아메리카노
27463,5.8,20.0,4.5,프렌치카페 플랫 화이트
27464,3.2,11.0,1.0,루카스나인 바닐라 라떼
27465,78.0,32.0,6.0,프렌치카페 듀얼 로스터리 콜드브류 카라멜마키아또
27466,6.2,26.0,6.0,남양 커피에몽
27467,8.5,25.0,4.0,프렌치카페 로스터리 바닐라 크림 리치 라떼
27468,6.0,28.0,5.0,프렌치카페 듀얼 로스터리 콜드브류 카페오레
27469,0.0,16.0,0.0,과수원 사과
27470,0.0,16.0,0.0,과수원 복숭아
27471,0.0,16.0,0.0,과수원 청포도
27472,3.2,8.5,1.5,민감한 아기를 위한 아이엠마더 Comfort care 1
27473,3.2,8.4,1.7,민감한 아기를 위한 아이엠마더 Comfort care 2
27474,2.9,8.0,2.2,임페리얼드림 XO World Class 3
27475,2.8,7.8,2.5,임페리얼드림 XO World Class 4
27476,2.9,8.0,2.2,모성이 빛나는 순간 아이엠마더 3
27477,2.8,7.8,2.5,모성이 빛나는 순간 아이엠마더 4
27478,2.9,8.0,2.2,아기사랑 秀 ADVANCE 3
27479,2.8,7.8,2.5,아기사랑 秀 ADVANCE 4
27480,2.0,8.4,2.7,남양 임페리얼 드림 XO After  Formula
27481,2.9,8.0,2.2,임페리얼 드림 Oranic 3
27482,2.9,7.9,2.2,유기농 산양유아식 3
27483,2.9,8.0,2.2,민감한 아기를 위한 아이엠마더 Comfort care 3
27484,2.9,7.8,2.3,유기농 산양유아식 4
27485,2.8,7.8,2.5,민감한 아기를 위한 아이엠마더 Comfort care 4
27486,2.9,8.0,2.2,임페리얼 드림 Oranic 4
27487,0.0,52.4,1.6,과수원 복숭아
27488,0.4,20.0,0.0,쿨피스 복숭아맛
27489,18.0,32.0,19.0,파마산
27490,0.0,21.0,1.0,동원정성껏빚은정식혜
27491,0.0,12.0,0.0,순하고부드러운홍차순(純)복숭아맛
27492,4.0,1.0,2.0,체다치즈 클래식
27493,4.5,1.0,4.5,소와나무 이태리안피자치즈
27494,5.0,1.0,2.5,소와나무 슬라이스치즈
27495,4.8,1.0,4.0,인포켓치즈 오리지널
27496,5.0,1.0,2.7,고칼슘치즈
27497,6.0,0.5,2.8,짜지않은 치즈
27498,5.0,1.0,3.0,리얼 체다 슬라이스
27499,4.6,1.0,4.0,덴마크모짜렐라치즈
27500,3.7,1.0,3.0,모짜렐라치즈
27501,22.0,3.0,23.0,프레시 순 모짜렐라 치즈
27502,5.0,1.0,2.5,소와나무 잘숙성된 슬라이스치즈
27503,24.0,3.0,21.0,이태리안 피자치즈 N60
27504,5.0,0.5,3.0,짜지않은 치즈 고칼슘&비타민
27505,6.0,0.5,4.5,구워먹는 치즈
27506,4.7,1.0,4.0,슈레드 모짜렐라 치즈
27507,4.3,1.0,2.3,베이커리 슬라이스치즈
27508,4.7,1.0,4.0,모짜렐라 슈레드 치즈
27509,4.5,1.0,2.5,파티쉐 슬라이스치즈
27510,4.5,1.4,3.1,임실 모짜렐라 슬라이스 치즈
27511,3.0,1.0,4.0,인포켓치즈 라이트
27512,4.8,1.0,4.3,덴마크 피자치즈
27513,7.0,9.0,7.0,대니쉬 the 건강한 우유
27514,1.5,5.0,3.0,고칼슘 우유
27515,3.6,4.7,3.0,덴마크 얼리브밀크 비타민 우유
27516,4.0,5.0,3.0,소와나무365일순수한목장우유
27517,7.0,9.0,7.0,365일 건강한 우유
27518,1.5,4.7,3.0,덴마크 얼리브밀크 저지방&칼슘
27519,3.6,4.7,3.0,덴마크 얼리브밀크 프리미엄 우유
27520,3.0,9.0,6.0,대니쉬 the 건강한 저지방우유
27521,7.0,9.0,7.0,덴마크 내추럴 밀크
27522,1.6,5.0,3.0,칼슘이 풍부한 고칼슘우유
27523,1.5,5.0,3.0,365일 순수한 목장우유 저지방
27524,3.0,10.0,6.0,진심을 담은 고칼슘 저지방 우유
27525,3.0,9.0,6.0,덴마크 저지방 우유
27526,4.0,6.0,4.0,덴마크 목장 무항생제 인증 우유
27527,3.0,9.0,6.0,후레시스아침에저지방우유
27528,15.0,45.0,11.0,더 진한 초코 우유
27529,5.0,22.0,4.3,네스퀵초콜릿맛드링크
27530,6.0,36.0,5.0,덴마크 초코초코 우유
27531,3.1,25.0,5.0,덴마크 딸기딸기 우유
27532,16.0,66.0,10.0,더 진한 바나나 우유
27533,8.0,11.0,6.0,소와 나무 우유
27534,4.2,14.0,6.0,덴마크 모닝시리얼 우유
27535,3.4,18.0,5.0,소와나무 딸기우유
27536,3.5,26.0,4.0,덴마크 민트초코우유
27537,1.8,21.0,5.0,소와나무 쵸코렛 우유
27538,4.6,23.0,4.0,덴마크 바나바나 우유
27539,4.1,21.0,4.0,덴마크 바나나 우유
27540,4.6,26.0,4.0,건강한 딸기딸기 우유
27541,0.0,12.0,2.0,비피더스 명장사과
27542,0.0,13.0,2.0,비피더스 명장포도
27543,0.0,9.0,1.0,새코미
27544,4.0,17.0,5.0,덴마크드링킹 요구르트 딸기
27545,7.0,11.0,2.5,생크림 요거트
27546,4.0,15.0,5.0,덴마크드링킹요구르트 플레인
27547,4.0,17.0,5.0,덴마크 드링킹 요구르트 복숭아
27548,0.0,12.0,2.0,비피더스명장 베리믹스
27549,4.5,18.0,5.0,덴마크드링킹요구르트 사과
27550,10.0,22.0,6.0,덴마크 요거밀 단호박
27551,3.0,15.0,2.0,요러브딸기요거트
27552,10.0,22.0,6.0,덴마크 요거밀 자색고구마
27553,5.0,16.0,5.0,덴마크드링킹요구르트 청포도
27554,4.0,14.0,5.0,덴마크 드링킹요구르트 파인애플
27555,3.0,15.0,2.0,요러브복숭아요거트
27556,20.0,5.0,3.0,덴마크 사워크림
27557,2.8,12.0,3.0,비 플레인 쿽
27558,6.0,16.0,3.0,쌀눈요거트
27559,0.0,11.0,0.0,돌 오렌지
27560,0.0,17.0,0.0,돌 피치 파라다이스
27561,0.0,14.0,0.0,돌스위티오파인애플주스
27562,0.0,18.0,0.0,돌 머스캣 파라다이스
27563,0.5,10.0,0.5,쿨피스 복숭아
27564,0.5,10.0,0.5,쿨피스 파인애플
27565,0.5,10.0,0.5,쿨피스 자두
27566,1.6,27.0,1.0,테이크 얼라이브 블러드오렌지
27567,14.0,41.0,9.0,더 진한 커피
27568,8.0,34.0,5.0,커핑로드 카페봉봉
27569,3.6,24.0,4.0,덴마크 커피커피
27570,10.0,38.0,1.0,다방커피 오리지널
27571,10.0,38.0,1.0,다방커피 헤이즐넛
27572,4.0,21.0,3.0,덴마크 민트라떼
27573,0.0,15.0,0.0,상쾌한아침토마토
27574,4.0,5.0,3.0,내추럴플랜 클래식
27575,3.5,5.0,3.0,내츄럴 밀크 골드클래스
27576,3.9,5.0,3.0,우유2U 오리지널
27577,4.0,5.0,3.0,모닝후레쉬
27578,4.0,5.0,3.0,우유2U 클래식
27579,8.0,10.0,6.0,비락우유
27580,3.9,5.0,3.3,내추럴플랜 프리미엄
27581,8.0,10.0,7.0,내추럴플랜 후레쉬
27582,8.0,10.0,6.0,하루우유 클래식 200
27583,4.0,5.0,3.0,신선하고 깨끗한 참 맛있는 우유
27584,3.2,10.0,6.0,소화가 잘되는 편안한 우유
27585,7.0,9.0,6.0,하루우유 플러스 180
27586,1.0,53.0,35.0,비락탈지분유
27587,28.0,38.0,26.0,비락 전지 분유
27588,1.8,5.0,3.0,내추럴플랜 클래식 저지방
27589,7.0,9.0,6.0,내추럴플랜 키즈
27590,3.9,5.0,3.0,우유2U 뼈건강 오메가3
27591,6.0,27.0,17.0,내추럴플랜 검은콩
27592,8.0,10.0,6.0,소화가 잘 되는 유산균우유
27593,1.8,5.0,3.0,우유2U 저지방
27594,4.0,5.0,3.0,우유2U 웰바디
27595,5.0,25.0,6.0,내추럴플랜 딸기 우유
27596,7.0,24.0,6.0,내추럴플랜 바나나 우유
27597,6.0,26.0,6.0,내추럴플랜 초코 우유
27598,7.0,9.0,6.0,키드우유
27599,7.0,24.0,6.0,바나나라떼
27600,4.3,33.0,7.0,미숫가루우유
27601,3.3,11.0,3.0,하루우유 바나나 미니
27602,3.5,16.0,10.0,검은콩 시리얼 우유
27603,5.0,14.0,2.0,얼려먹으니 더 좋은 바나나우유
27604,5.0,15.0,2.0,얼려먹으니 더 좋은 초코우유
27605,5.0,15.0,2.0,얼려먹으니 더 좋은 수박우유
27606,6.0,26.0,6.0,초코라떼
27607,5.0,37.0,5.0,사과 우유
27608,6.0,44.0,6.0,알밤라떼
27609,6.0,34.0,6.0,고구마라떼
27610,2.6,29.0,6.0,수박우유
27611,2.0,15.0,2.0,달밤라떼
27612,0.0,40.0,5.0,건국요구르트
27613,0.0,8.0,1.0,비락 모닝닥터요구르트
27614,0.0,8.0,1.0,파스퇴르 요구르트
27615,4.5,21.0,4.0,얼려먹는 슈퍼100 후레쉬딸기
27616,4.5,24.0,4.0,얼려먹는 슈퍼100 소프트요거
27617,2.0,14.0,2.0,짜먹는 슈퍼100 후레쉬딸기
27618,0.0,23.0,2.0,하루야채 오리지널
27619,0.0,24.0,2.0,하루야채 퍼플
27620,0.0,22.0,0.0,하루야채 철분
27621,0.0,24.0,1.0,하루야채 뿌리채소
27622,0.0,22.0,1.0,유기농 야채사랑 365
27623,0.0,20.0,0.0,유기농 포도와야채 365
27624,0.0,24.0,2.0,100% 유기농 야채농장 유기농 당근
27625,0.5,24.0,1.0,야채밸런스 퓨어레드
27626,0.5,26.0,1.0,야채밸런스 뷰티퍼플
27627,0.0,18.0,0.0,저요저요
27628,7.0,32.0,9.0,내추럴플랜 연남방앗간 참깨라떼
27629,6.9,27.0,8.0,내추럴플랜 연남방앗간 딸기라떼
27630,4.0,5.0,3.0,신선한 우유
27631,3.9,5.0,3.0,유당을 분해하여 소화가 잘되는 우유
27632,4.7,39.0,5.0,달고나라떼
27633,3.8,36.0,6.0,흑당라떼
27634,4.0,5.0,3.0,착한우유
27635,6.0,23.0,5.0,딸기우유(군납)
27636,1.2,13.0,2.5,고칼슘초코딸기라떼
27637,7.0,9.0,6.0,우리목장우유
27638,4.0,5.0,3.0,하루우유 클래식 1000
27639,8.0,10.0,6.0,우유2U 클래식 200
27640,0.6,27.0,14.0,탈지농축우유
27641,3.2,9.0,5.0,하루우유 저지방 180
27642,4.3,26.0,6.0,벚꽃라떼
27643,1.9,13.0,2.0,딸바라떼
27644,1.3,15.0,3.0,시원해유 수박우유
27645,0.0,8.0,1.0,서울우유요구르트
27646,0.0,6.0,1.0,모닝닥터 라이트
27647,0.0,6.0,1.0,온리프라이스 요구르트 라이트
27648,0.0,8.0,1.0,신선도원 요구르트
27649,0.0,8.0,1.0,빙그레 요구르트
27650,0.0,8.0,1.0,탑깨비 요구르트
27651,2.0,14.0,3.0,짜먹는 슈퍼100 소프트요거
27652,0.0,33.0,2.0,오늘의 야채 오리지날
27653,0.0,33.0,2.0,오늘의 야채 퍼플
27654,0.0,18.0,1.0,굿모닝야채
27655,0.0,18.0,1.0,덴마크 하루이팜
27656,0.0,19.0,2.0,야채톡 과일톡
27657,0.0,23.0,0.0,100%유기농 야채농장 ABC
27658,1.8,30.0,6.9,하루야채 프로틴밀
27659,0.0,11.0,0.0,야채사랑 키즈
27660,0.0,11.0,0.0,유기농 포도와야채
27661,5.0,22.0,8.0,하루야채 스프
27662,0.0,17.0,0.0,타트체리한컵
27663,0.0,19.0,0.0,마이포켓 포도
27664,0.0,13.0,0.0,마이포켓 오렌지
27665,0.0,15.0,0.0,100% 유기농 ABC주스
27666,0.0,18.0,0.0,골든애플 리치
27667,1.6,15.0,2.4,카카오 클래식
27668,3.7,18.0,6.0,코코브루니 콜드브루 라떼
27669,0.0,1.0,1.0,코코브루니 콜드브루 아메리카노
